datetime,T5
2022-05-24 00:00:09,298.45
2022-05-24 00:00:49,298.315
2022-05-24 00:01:30,298.382
2022-05-24 00:02:10,298.391
2022-05-24 00:02:50,298.31
2022-05-24 00:03:30,298.31
2022-05-24 00:04:11,298.409
2022-05-24 00:04:51,298.31
2022-05-24 00:05:31,298.534
2022-05-24 00:06:11,298.437
2022-05-24 00:06:51,298.437
2022-05-24 00:07:32,298.457
2022-05-24 00:08:12,298.347
2022-05-24 00:08:52,298.49
2022-05-24 00:09:32,298.341
2022-05-24 00:10:12,298.341
2022-05-24 00:10:53,298.357
2022-05-24 00:11:33,298.449
2022-05-24 00:12:13,298.45
2022-05-24 00:12:53,298.497
2022-05-24 00:13:33,298.497
2022-05-24 00:14:14,298.352
2022-05-24 00:14:54,298.57
2022-05-24 00:15:34,298.397
2022-05-24 00:16:14,298.564
2022-05-24 00:16:54,298.564
2022-05-24 00:17:34,298.474
2022-05-24 00:18:15,298.395
2022-05-24 00:18:55,298.433
2022-05-24 00:19:35,298.389
2022-05-24 00:20:15,298.389
2022-05-24 00:20:55,298.252
2022-05-24 00:21:36,298.467
2022-05-24 00:22:16,298.338
2022-05-24 00:22:56,298.397
2022-05-24 00:23:36,298.397
2022-05-24 00:24:16,298.467
2022-05-24 00:24:57,298.346
2022-05-24 00:25:37,298.584
2022-05-24 00:26:17,298.432
2022-05-24 00:26:57,298.432
2022-05-24 00:27:37,298.42
2022-05-24 00:28:17,298.421
2022-05-24 00:28:58,298.313
2022-05-24 00:29:38,298.396
2022-05-24 00:30:18,298.396
2022-05-24 00:30:58,298.291
2022-05-24 00:31:39,298.427
2022-05-24 00:32:19,298.318
2022-05-24 00:32:59,298.513
2022-05-24 00:33:39,298.513
2022-05-24 00:34:19,298.394
2022-05-24 00:35:00,298.288
2022-05-24 00:35:40,298.442
2022-05-24 00:36:20,298.432
2022-05-24 00:37:00,298.432
2022-05-24 00:37:41,298.415
2022-05-24 00:38:21,298.397
2022-05-24 00:39:01,298.372
2022-05-24 00:39:41,298.441
2022-05-24 00:40:21,298.338
2022-05-24 00:41:01,298.338
2022-05-24 00:41:42,298.407
2022-05-24 00:42:22,298.309
2022-05-24 00:43:02,298.392
2022-05-24 00:43:42,298.43
2022-05-24 00:44:23,298.43
2022-05-24 00:45:03,298.464
2022-05-24 00:45:43,298.349
2022-05-24 00:46:23,298.338
2022-05-24 00:47:03,298.344
2022-05-24 00:47:43,298.344
2022-05-24 00:48:24,298.501
2022-05-24 00:49:04,298.418
2022-05-24 00:49:44,298.408
2022-05-24 00:50:24,298.504
2022-05-24 00:51:04,298.504
2022-05-24 00:51:44,298.424
2022-05-24 00:52:25,298.428
2022-05-24 00:53:05,298.294
2022-05-24 00:53:45,298.458
2022-05-24 00:54:25,298.458
2022-05-24 00:55:06,298.325
2022-05-24 00:55:46,298.359
2022-05-24 00:56:26,298.427
2022-05-24 00:57:06,298.412
2022-05-24 00:57:46,298.412
2022-05-24 00:58:27,298.453
2022-05-24 00:59:07,298.378
2022-05-24 00:59:47,298.42
2022-05-24 01:00:27,298.526
2022-05-24 01:01:07,298.526
2022-05-24 01:01:47,298.407
2022-05-24 01:02:28,298.338
2022-05-24 01:03:08,298.319
2022-05-24 01:03:48,298.333
2022-05-24 01:04:28,298.333
2022-05-24 01:05:09,298.304
2022-05-24 01:05:49,298.441
2022-05-24 01:06:29,298.516
2022-05-24 01:07:09,298.469
2022-05-24 01:07:49,298.469
2022-05-24 01:08:29,298.405
2022-05-24 01:09:10,298.465
2022-05-24 01:09:50,298.43
2022-05-24 01:10:30,298.397
2022-05-24 01:11:10,298.397
2022-05-24 01:11:50,298.331
2022-05-24 01:12:31,298.445
2022-05-24 01:13:11,298.288
2022-05-24 01:13:51,298.521
2022-05-24 01:14:31,298.346
2022-05-24 01:15:12,298.346
2022-05-24 01:15:52,298.442
2022-05-24 01:16:32,298.459
2022-05-24 01:17:12,298.371
2022-05-24 01:17:52,298.483
2022-05-24 01:18:33,298.483
2022-05-24 01:19:13,298.492
2022-05-24 01:19:53,298.463
2022-05-24 01:20:33,298.439
2022-05-24 01:21:13,298.378
2022-05-24 01:21:53,298.378
2022-05-24 01:22:34,298.295
2022-05-24 01:23:14,298.378
2022-05-24 01:23:54,298.416
2022-05-24 01:24:34,298.482
2022-05-24 01:25:14,298.482
2022-05-24 01:25:55,298.337
2022-05-24 01:26:35,298.369
2022-05-24 01:27:15,298.434
2022-05-24 01:27:55,298.396
2022-05-24 01:28:35,298.396
2022-05-24 01:29:16,298.326
2022-05-24 01:29:56,298.325
2022-05-24 01:30:36,298.443
2022-05-24 01:31:16,298.39
2022-05-24 01:31:56,298.39
2022-05-24 01:32:36,298.309
2022-05-24 01:33:17,298.315
2022-05-24 01:33:57,298.274
2022-05-24 01:34:37,298.475
2022-05-24 01:35:17,298.475
2022-05-24 01:35:57,298.495
2022-05-24 01:36:38,298.353
2022-05-24 01:37:18,298.458
2022-05-24 01:37:58,298.357
2022-05-24 01:38:38,298.357
2022-05-24 01:39:18,298.441
2022-05-24 01:39:59,298.299
2022-05-24 01:40:39,298.309
2022-05-24 01:41:19,298.333
2022-05-24 01:41:59,298.333
2022-05-24 01:42:39,298.389
